Real o Pto.,Asiento ,Documento ,Proveedor,Detalle,Fecha_Contable,Fecha_Documento,Moneda, Precio Unitario,ARS,USD, Cantidad, Cuenta ,Cuenta,Área,Linea Negocio,Horario
R20,,591703,BTG Transportes S.A.,,10/13/2020,9/28/2020,Pesos,  256.00 ,"  49,725.44 ",  512.00 ,  2.00 , 500556-0688-08-000,Servicios de Transporte,Sistemas,irj,diurno
R20,,3731349,BTG Transportes S.A.,,10/13/2020,9/28/2020,Dólares,  776.00 ,"  75,365.12 ",  776.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,irj,diurno
R20,,14883031,BTG Transportes S.A.,,10/13/2020,9/28/2020,Pesos,  358.00 ,"  34,768.96 ",  358.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,sfn,diurno
R20,,6347822,BTG Transportes S.A.,,10/13/2020,9/28/2020,Dólares,  732.00 ,"  71,091.84 ",  732.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,crd,diurno
R20,,6571481,BTG Transportes S.A.,,10/13/2020,9/28/2020,Pesos,  358.00 ,"  34,768.96 ",  358.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,luq,diurno
R20,,6442682,BTG Transportes S.A.,,10/13/2020,9/28/2020,Dólares,  358.00 ,"  34,768.96 ",  358.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,cor,diurno
R20,,7537921,BTG Transportes S.A.,,10/13/2020,9/28/2020,Dólares,  732.00 ,"  71,091.84 ",  732.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,res,diurno
R20,,6494512,BTG Transportes S.A.,,10/13/2020,9/28/2020,Pesos,  358.00 ,"  34,768.96 ",  358.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,mdz,diurno
R20,,9854963,BTG Transportes S.A.,,10/13/2020,9/28/2020,Pesos,  358.00 ,"  34,768.96 ",  358.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,eze,diurno
R20,,4366832,BTG Transportes S.A.,,10/13/2020,9/28/2020,Dólares,  732.00 ,"  71,091.84 ",  732.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,irj,diurno
R20,,6060471,BTG Transportes S.A.,,10/13/2020,9/28/2020,Pesos,  441.60 ,"  42,888.19 ",  441.60 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,eze,nocturno
R20,,10298659,BTG Transportes S.A.,,10/13/2020,9/28/2020,Pesos,  441.60 ,"  42,888.19 ",  441.60 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,cor,nocturno
R20,,8879217,BTG Transportes S.A.,,10/13/2020,9/28/2020,Dólares,"  1,040.00 ","  101,004.80 ","  1,040.00 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,cor,diurno
R20,,11781617,BTG Transportes S.A.,,10/13/2020,9/28/2020,Pesos,  512.00 ,"  49,725.44 ",  512.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,cor,diurno
R20,,3038938,BTG Transportes S.A.,,10/13/2020,9/28/2020,Dólares,  512.00 ,"  49,725.44 ",  512.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,crd,diurno
R20,,7104972,BTG Transportes S.A.,,10/13/2020,9/28/2020,Pesos,  586.00 ,"  113,824.64 ","  1,172.00 ",  2.00 , 500556-0688-08-000,Servicios de Transporte,Seguridad,eze,nocturno
R20,,3635085,BTG Transportes S.A.,,10/13/2020,9/28/2020,Dólares,  578.00 ,"  56,135.36 ",  578.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,eze,nocturno
R20,,5165536,Johnson y Cia,,10/14/2020,9/29/2020,Pesos,  464.00 ,"  45,063.68 ",  464.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,res,diurno
R20,,5554368,Johnson y Cia,,10/14/2020,9/29/2020,Pesos,  464.00 ,"  45,063.68 ",  464.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,res,diurno
R20,,6418741,Johnson y Cia,,10/14/2020,9/29/2020,Pesos,  224.00 ,"  21,754.88 ",  224.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,eze,diurno
R20,,8627113,Johnson y Cia,,10/14/2020,9/29/2020,Dólares,  464.00 ,"  45,063.68 ",  464.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,sla,diurno
R20,,13662691,Elex SRL,,10/14/2020,9/29/2020,Dólares,  539.20 ,"  52,367.10 ",  539.20 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,crd,diurno
R20,,14915307,Elex SRL,,10/14/2020,9/29/2020,Pesos,  539.20 ,"  52,367.10 ",  539.20 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,res,diurno
R20,,597644,Elex SRL,,10/14/2020,9/29/2020,Pesos,  650.40 ,"  63,166.85 ",  650.40 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,eze,nocturno
R20,,10490833,Elex SRL,,10/14/2020,9/29/2020,Dólares,  588.80 ,"  57,184.26 ",  588.80 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,luq,diurno
R20,,2904248,Elex SRL,,10/14/2020,9/29/2020,Pesos,"  1,108.80 ","  107,686.66 ","  1,108.80 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,mdz,diurno
R20,,13330651,Elex SRL,,10/14/2020,9/29/2020,Pesos,  464.00 ,"  45,063.68 ",  464.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,rza,diurno
R20,,7854013,Stone S.A.,,10/14/2020,9/29/2020,Dólares,  304.00 ,"  29,524.48 ",  304.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,sla,diurno
R20,,14142697,Stone S.A.,,10/14/2020,9/29/2020,Dólares,  384.00 ,"  37,294.08 ",  384.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,sla,diurno
R20,,1298552,Elex SRL,,10/15/2020,9/30/2020,Pesos,  539.20 ,"  52,367.10 ",  539.20 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Seguridad,sfn,diurno
R20,,11498264,Elex SRL,,10/15/2020,9/30/2020,Pesos,  650.40 ,"  63,166.85 ",  650.40 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,res,nocturno
R20,,13294943,Elex SRL,,10/15/2020,9/30/2020,Pesos,"  1,108.80 ","  107,686.66 ","  1,108.80 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Seguridad,cor,diurno
R20,,3070318,Elex SRL,,10/15/2020,9/30/2020,Pesos,"  1,291.23 ","  125,404.45 ","  1,291.23 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,irj,diurno
R20,,8432790,Elex SRL,,10/15/2020,9/30/2020,Pesos,"  1,252.78 ","  121,670.38 ","  1,252.78 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,cor,diurno
R20,,3178464,Elex SRL,,10/15/2020,9/30/2020,Pesos,"  1,252.78 ","  121,670.38 ","  1,252.78 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Seguridad,eze,diurno
R20,,9661849,Stone S.A.,,10/15/2020,9/30/2020,Pesos,  464.00 ,"  45,063.68 ",  464.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,luq,diurno
R20,,9408402,Stone S.A.,,10/15/2020,9/30/2020,Pesos,  944.00 ,"  91,681.28 ",  944.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,rza,diurno
R20,,8363071,Stone S.A.,,10/20/2020,10/5/2020,Pesos,  944.00 ,"  91,681.28 ",  944.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,luq,diurno
R20,,2770269,Elex SRL,,10/21/2020,10/6/2020,Pesos,  464.73 ,"  45,134.38 ",  464.73 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,uaq,diurno
R20,,13809878,Terra S.A.,,10/21/2020,10/6/2020,Pesos,  76.64 ,"  7,443.28 ",  76.64 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,juj,diurno
R20,,7129576,Terra S.A.,,10/21/2020,10/6/2020,Pesos,  30.32 ,"  2,944.68 ",  30.32 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Seguridad,juj,diurno
R20,,14752542,Terra S.A.,,10/21/2020,10/6/2020,Pesos,  261.91 ,"  25,436.89 ",  261.91 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,fma,diurno
R20,,13500601,Terra S.A.,,10/21/2020,10/6/2020,Dólares,  30.32 ,"  2,944.68 ",  30.32 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,fma,diurno
R20,,7800362,Terra S.A.,,10/21/2020,10/6/2020,Dólares,  42.68 ,"  4,145.08 ",  42.68 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,fma,nocturno
R20,,12660451,BTG Transportes S.A.,,10/26/2020,10/11/2020,Dólares,  256.00 ,"  49,725.44 ",  512.00 ,  2.00 , 500556-0688-08-000,Servicios de Transporte,Sistemas,eze,diurno
R20,,9518079,BTG Transportes S.A.,,10/26/2020,10/11/2020,Pesos,  512.00 ,"  49,725.44 ",  512.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,crd,diurno
R20,,681125,BTG Transportes S.A.,,10/26/2020,10/11/2020,Dólares,  512.00 ,"  49,725.44 ",  512.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,irj,diurno
R20,,12504649,BTG Transportes S.A.,,10/26/2020,10/11/2020,Dólares,  287.60 ,"  27,931.71 ",  287.60 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,mdz,nocturno
R20,,12057068,BTG Transportes S.A.,,10/26/2020,10/11/2020,Pesos,  358.00 ,"  34,768.96 ",  358.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,mdz,diurno
R20,,5165686,BTG Transportes S.A.,,10/26/2020,10/11/2020,Dólares,  358.00 ,"  34,768.96 ",  358.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,cor,diurno
R20,,2104999,BTG Transportes S.A.,,10/26/2020,10/11/2020,Pesos,  358.00 ,"  34,768.96 ",  358.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Sistemas,eze,diurno
R20,,2738282,BTG Transportes S.A.,,10/26/2020,10/11/2020,Dólares,"  1,356.80 ","  131,772.42 ","  1,356.80 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,mdz,nocturno
R20,,14191211,BTG Transportes S.A.,,10/26/2020,10/11/2020,Pesos,  449.60 ,"  87,330.30 ",  899.20 ,  2.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,eze,nocturno
R20,,2934115,BTG Transportes S.A.,,10/26/2020,10/11/2020,Dólares,  441.60 ,"  42,888.19 ",  441.60 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,eze,nocturno
R20,,6148484,BTG Transportes S.A.,,10/26/2020,10/11/2020,Dólares,  441.60 ,"  42,888.19 ",  441.60 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,irj,nocturno
R20,,7158298,BTG Transportes S.A.,,10/26/2020,10/11/2020,Dólares,"  1,040.00 ","  101,004.80 ","  1,040.00 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,crd,diurno
R20,,2746406,BTG Transportes S.A.,,10/26/2020,10/11/2020,Pesos,  512.00 ,"  49,725.44 ",  512.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,cor,diurno
R20,,11618679,BTG Transportes S.A.,,10/26/2020,10/11/2020,Dólares,  512.00 ,"  49,725.44 ",  512.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,eze,diurno
R20,,10733957,BTG Transportes S.A.,,10/26/2020,10/11/2020,Pesos,  512.00 ,"  49,725.44 ",  512.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,irj,diurno
R20,,3778792,BTG Transportes S.A.,,10/26/2020,10/11/2020,Pesos,  578.00 ,"  56,135.36 ",  578.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,cor,nocturno
R20,,13461868,BTG Transportes S.A.,,10/26/2020,10/11/2020,Dólares,  588.67 ,"  171,513.92 ","  1,766.00 ",  3.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,eze,nocturno
R20,,10343269,BTG Transportes S.A.,,10/26/2020,10/11/2020,Dólares,  578.00 ,"  56,135.36 ",  578.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,irj,nocturno
R20,,452373,Stone S.A.,,10/28/2020,10/13/2020,Dólares,  704.00 ,"  68,372.48 ",  704.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,luq,diurno
R20,,4566328,Stone S.A.,,10/28/2020,10/13/2020,Dólares,"  1,184.00 ","  114,990.08 ","  1,184.00 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,rza,diurno
R20,,12386995,Elex SRL,,10/28/2020,10/13/2020,Dólares,  539.20 ,"  52,367.10 ",  539.20 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,cor,diurno
R20,,13998143,Elex SRL,,10/28/2020,10/13/2020,Dólares,  650.40 ,"  63,166.85 ",  650.40 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,crd,nocturno
R20,,12387897,Johnson y Cia,,10/28/2020,10/13/2020,Pesos,"  1,108.80 ","  107,686.66 ","  1,108.80 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,cor,diurno
R20,,12159242,Johnson y Cia,,10/28/2020,10/13/2020,Pesos,  588.80 ,"  57,184.26 ",  588.80 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,uaq,diurno
R20,,8181190,BTG Transportes S.A.,,10/29/2020,10/14/2020,Pesos,"  1,040.00 ","  101,004.80 ","  1,040.00 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,cor,diurno
R20,,5908937,BTG Transportes S.A.,,10/29/2020,10/14/2020,Dólares,  358.00 ,"  34,768.96 ",  358.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,uaq,diurno
R20,,13742906,BTG Transportes S.A.,,10/29/2020,10/14/2020,Dólares,  358.00 ,"  34,768.96 ",  358.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,cor,diurno
R20,,3697089,BTG Transportes S.A.,,10/29/2020,10/14/2020,Dólares,  899.20 ,"  87,330.30 ",  899.20 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,uaq,nocturno
R20,,10179783,BTG Transportes S.A.,,10/29/2020,10/14/2020,Pesos,  524.00 ,"  203,563.52 ","  2,096.00 ",  4.00 , 500556-0688-08-000,Servicios de Transporte,Seguridad,uaq,diurno
R20,,8210096,BTG Transportes S.A.,,10/29/2020,10/14/2020,Dólares,  512.00 ,"  49,725.44 ",  512.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,irj,diurno
R20,,11224363,BTG Transportes S.A.,,10/29/2020,10/14/2020,Pesos,  578.00 ,"  56,135.36 ",  578.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,uaq,nocturno
R20,,10889529,BTG Transportes S.A.,,10/29/2020,10/14/2020,Pesos,  578.00 ,"  56,135.36 ",  578.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,irj,nocturno
R20,,6651408,BTG Transportes S.A.,,10/29/2020,10/14/2020,Pesos,  248.00 ,"  24,085.76 ",  248.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,crd,diurno
R20,,10017277,Stone S.A.,,10/29/2020,10/14/2020,Pesos,"  2,864.00 ","  278,151.68 ","  2,864.00 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,eze,diurno
R20,,9223322,Stone S.A.,,10/29/2020,10/14/2020,Pesos,  152.00 ,"- 29,524.48 ",- 304.00 ,- 2.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,eze,diurno
R20,,619392,Stone S.A.,,10/30/2020,10/15/2020,Pesos,  224.00 ,"  21,754.88 ",  224.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,uaq,diurno
R20,,8646087,Stone S.A.,,10/30/2020,10/15/2020,Pesos,  704.00 ,"  68,372.48 ",  704.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,luq,diurno
R20,,5096122,Stone S.A.,,10/31/2020,10/16/2020,Pesos,  184.00 ,"  17,870.08 ",  184.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,sla,diurno
R20,,934152,Stone S.A.,,10/31/2020,10/16/2020,Pesos,  304.00 ,"  29,524.48 ",  304.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,sla,diurno
R20,,8917364,Stone S.A.,,10/31/2020,10/16/2020,Pesos,  304.00 ,"  29,524.48 ",  304.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,sfn,diurno
R20,,14656408,Stone S.A.,,10/31/2020,10/16/2020,Pesos,  184.00 ,"  17,870.08 ",  184.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,res,diurno
R20,,5997425,Stone S.A.,,11/3/2020,10/19/2020,Pesos,  224.00 ,"  21,754.88 ",  224.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,luq,diurno
R20,,6821109,Stone S.A.,,11/4/2020,10/20/2020,Dólares,  464.00 ,"  45,063.68 ",  464.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,rza,diurno
R20,,14057174,Terra S.A.,,11/6/2020,10/22/2020,Pesos,  74.98 ,"  7,281.67 ",  74.98 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,juj,diurno
R20,,14862642,Terra S.A.,,11/6/2020,10/22/2020,Pesos,  29.49 ,"  2,863.87 ",  29.49 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Seguridad,juj,diurno
R20,,3606969,Terra S.A.,,11/6/2020,10/22/2020,Pesos,  74.98 ,"  7,281.67 ",  74.98 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,juj,diurno
R20,,6437435,Terra S.A.,,11/6/2020,10/22/2020,Pesos,  29.49 ,"  2,863.87 ",  29.49 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,juj,diurno
R20,,1882037,Terra S.A.,,11/6/2020,10/22/2020,Pesos,  165.95 ,"  16,117.26 ",  165.95 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,fma,diurno
R20,,4424378,Terra S.A.,,11/6/2020,10/22/2020,Pesos,  74.98 ,"  7,281.67 ",  74.98 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Seguridad,fma,diurno
R20,,1586413,Terra S.A.,,11/6/2020,10/22/2020,Pesos,  120.46 ,"  11,699.46 ",  120.46 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,fma,diurno
R20,,5877126,Terra S.A.,,11/6/2020,10/22/2020,Dólares,  120.46 ,"  11,699.46 ",  120.46 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,fma,diurno
R20,,14986132,Terra S.A.,,11/6/2020,10/22/2020,Dólares,  93.76 ,"  9,105.97 ",  93.76 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,fma,diurno
R20,,498051,Johnson y Cia,,11/9/2020,10/25/2020,Pesos,  539.20 ,"  52,367.10 ",  539.20 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,res,diurno
R20,,3643264,Johnson y Cia,,11/9/2020,10/25/2020,Dólares,  539.20 ,"  52,367.10 ",  539.20 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Seguridad,mdz,diurno
R20,,12308368,Johnson y Cia,,11/9/2020,10/25/2020,Dólares,  650.40 ,"  63,166.85 ",  650.40 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,sfn,nocturno
R20,,14228119,Johnson y Cia,,11/9/2020,10/25/2020,Pesos,  650.40 ,"  63,166.85 ",  650.40 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,res,nocturno
R20,,1300232,Johnson y Cia,,11/9/2020,10/25/2020,Dólares,  650.40 ,"  63,166.85 ",  650.40 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,mdz,nocturno
R20,,2385481,Johnson y Cia,,11/9/2020,10/25/2020,Pesos,  650.40 ,"  63,166.85 ",  650.40 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,crd,nocturno
R20,,9853915,Johnson y Cia,,11/9/2020,10/25/2020,Dólares,"  3,080.00 ","  299,129.60 ","  3,080.00 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,eze,diurno
R20,,14511250,Johnson y Cia,,11/9/2020,10/25/2020,Dólares,  588.80 ,"  57,184.26 ",  588.80 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,luq,diurno
R20,,10411940,Johnson y Cia,,11/9/2020,10/25/2020,Dólares,  588.80 ,"  57,184.26 ",  588.80 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,uaq,diurno
R20,,14143182,Johnson y Cia,,11/9/2020,10/25/2020,Dólares,  588.80 ,"  57,184.26 ",  588.80 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,rza,diurno
R20,,12980444,Stone S.A.,,11/12/2020,10/28/2020,Pesos,  224.00 ,"  21,754.88 ",  224.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,rza,diurno
R20,,14567720,BTG Transportes S.A.,,11/12/2020,10/28/2020,Dólares,  512.00 ,"  49,725.44 ",  512.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,cor,diurno
R20,,10145960,BTG Transportes S.A.,,11/12/2020,10/28/2020,Dólares,  248.00 ,"  24,085.76 ",  248.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,cor,diurno
R20,,7052497,BTG Transportes S.A.,,11/12/2020,10/28/2020,Pesos,"  1,040.00 ","  101,004.80 ","  1,040.00 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,mdz,diurno
R20,,4548951,BTG Transportes S.A.,,11/12/2020,10/28/2020,Pesos,  512.00 ,"  49,725.44 ",  512.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,irj,diurno
R20,,12604271,BTG Transportes S.A.,,11/12/2020,10/28/2020,Pesos,  358.00 ,"  34,768.96 ",  358.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,crd,diurno
R20,,10189660,BTG Transportes S.A.,,11/12/2020,10/28/2020,Dólares,  441.60 ,"  42,888.19 ",  441.60 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,crd,nocturno
R20,,2984751,BTG Transportes S.A.,,11/12/2020,10/28/2020,Dólares,  512.00 ,"  49,725.44 ",  512.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,eze,diurno
R20,,14518435,BTG Transportes S.A.,,11/12/2020,10/28/2020,Pesos,"  2,360.00 ","  229,203.20 ","  2,360.00 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,eze,nocturno
R20,,9980067,Johnson y Cia,,11/12/2020,10/28/2020,Dólares,  539.20 ,"  52,367.10 ",  539.20 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,sfn,diurno
R20,,4851133,Johnson y Cia,,11/12/2020,10/28/2020,Dólares,  539.20 ,"  52,367.10 ",  539.20 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,sfn,diurno
R20,,10514006,Johnson y Cia,,11/12/2020,10/28/2020,Pesos,  539.20 ,"  52,367.10 ",  539.20 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,eze,diurno
R20,,5790972,Johnson y Cia,,11/12/2020,10/28/2020,Pesos,  650.40 ,"  63,166.85 ",  650.40 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,res,nocturno
R20,,7192435,Elex SRL,,11/12/2020,10/28/2020,Dólares,  588.80 ,"  57,184.26 ",  588.80 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,rza,diurno
R20,,7620786,Elex SRL,,11/12/2020,10/28/2020,Dólares,  588.80 ,"  57,184.26 ",  588.80 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,luq,diurno
R20,,13366598,Elex SRL,,11/12/2020,10/28/2020,Dólares,  588.80 ,"  57,184.26 ",  588.80 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,cor,diurno
R20,,4154618,Elex SRL,,11/12/2020,10/28/2020,Dólares,"  1,108.80 ","  107,686.66 ","  1,108.80 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,eze,diurno
R20,,11796230,Elex SRL,,11/12/2020,10/28/2020,Pesos,  264.00 ,"  25,639.68 ",  264.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,luq,diurno
R20,,1427400,Elex SRL,,11/12/2020,10/28/2020,Pesos,  464.00 ,"  45,063.68 ",  464.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,cor,diurno
R20,,7497671,Elex SRL,,11/12/2020,10/28/2020,Pesos,  264.00 ,"  25,639.68 ",  264.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,luq,diurno
R20,,6396304,Stone S.A.,,11/18/2020,11/3/2020,Pesos,  464.00 ,"  45,063.68 ",  464.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,cor,diurno
R20,,11068078,Terra S.A.,,11/19/2020,11/4/2020,Pesos,  73.78 ,"  7,165.90 ",  73.78 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,juj,diurno
R20,,3947715,Terra S.A.,,11/19/2020,11/4/2020,Dólares,  28.89 ,"  2,805.60 ",  28.89 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Seguridad,juj,diurno
R20,,7210300,Terra S.A.,,11/19/2020,11/4/2020,Pesos,  73.78 ,"  7,165.90 ",  73.78 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,juj,diurno
R20,,2319129,Terra S.A.,,11/19/2020,11/4/2020,Dólares,  208.46 ,"  20,245.25 ",  208.46 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,juj,diurno
R20,,6859804,Terra S.A.,,11/19/2020,11/4/2020,Dólares,  118.67 ,"  11,525.42 ",  118.67 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,fma,diurno
R20,,8710048,Terra S.A.,,11/19/2020,11/4/2020,Pesos,  253.35 ,"  24,605.55 ",  253.35 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,fma,diurno
